judul;tanggal;penulis;isi_;url
Cak Imin soal Prabowo Tim Jokowi: Enggak Peduli;Senin, 29 Jan 2024;CNN Indonesia;"Calon wakil presiden nomor urut 1 Muhaimin Iskandar alias Cak Imin mengaku tak ambil pusing dengan pernyataan calon presiden nomor urut 2 Prabowo Subianto soal ""Tim Jokowi"".";https://www.cnnindonesia.com/nasional/20240129115717-617-1055654/cak-imin-soal-prabowo-tim-jokowi-enggak-peduli
Arah Manuver Jokowi saat Kampanye Ganjar di Jateng dan DIY;Senin, 29 Jan 2024;CNN Indonesia;Presiden Joko Widodo (Jokowi) melakukan rangkaian kegiatan di DI Yogyakarta bertepatan dengan agenda kampanye calon presiden (capres) nomor urut 3 Ganjar Pranowo yang bertajuk Hajatan Rakyat Yogyakarta di Alun-alun Wates, Kulon Progo, Yogyakarta, Minggu (28/1).;https://www.cnnindonesia.com/nasional/20240129111644-617-1055635/arah-manuver-jokowi-saat-kampanye-ganjar-di-jateng-dan-diy
Gibran Usai Kampanye Akbar di Semarang: Belum Move On, Epik!;Senin, 29 Jan 2024;CNN Indonesia;Cawapres nomor urut 2, Gibran Rakabuming Raka mengaku masih belum bisa berpaling dari kemeriahan kampanye akbar di Semarang, Jawa Tengah, Minggu (28/1).;https://www.cnnindonesia.com/nasional/20240129100944-617-1055597/gibran-usai-kampanye-akbar-di-semarang-belum-move-on-epik
Ade Armando Kena Sekakmat Penonton Usai Sentil Pendukung Anies-Ganjar;Senin, 29 Jan 2024;CNN Indonesia;Politikus Partai Solidaritas Indonesia (PSI) Ade Armando terkena sekakmat sentilan dari penonton yang menghadiri Festival Pemilu 2024 yang digelar di Semesco Convention Hall, Jakarta, Minggu (28/1) kemarin.;https://www.cnnindonesia.com/nasional/20240129104216-617-1055608/ade-armando-kena-sekakmat-penonton-usai-sentil-pendukung-anies-ganjar
Sultan HB X Akui Ada Obrolan Politik saat Bertemu Jokowi;Senin, 29 Jan 2024;CNN Indonesia;Gubernur Daerah Istimewa Yogyakarta (DIY) Sri Sultan Hamengku Buwono X mengakui ada obrolan politik saat menerima kunjungan Presiden Joko Widodo (Jokowi) di Keraton Kilen, Kota Yogyakarta, Minggu (28/1).;https://www.cnnindonesia.com/nasional/20240129102922-617-1055603/sultan-hb-x-akui-ada-obrolan-politik-saat-bertemu-jokowi
Pangkal Marah KPPS Sleman, Uang Snack Rp15 Ribu Disunat Jadi Rp2500;Senin, 29 Jan 2024;CNN Indonesia;Momen pelantikan Kelompok Penyelenggara Pemungutan Suara (KPPS) di Kabupaten Sleman kemarin menjadi viral di media sosial dan menuai polemik. Sebab, para anggota KPPS mengeluh mereka mendapatkan camilan yang minim, dan lazimnya ada di acara lelayu (melayat orang meninggal).;https://www.cnnindonesia.com/nasional/20240129093032-617-1055575/pangkal-marah-kpps-sleman-uang-snack-rp15-ribu-disunat-jadi-rp2500
Polisi Beber Alasan Sita HP Aiman di Kasus Aparat Tak Netral;Senin, 29 Jan 2024;CNN Indonesia;Polda Metro Jaya membeberkan alasan penyidik turut menyita HP milik Juru Bicara TPN Ganjar-Mahfud, Aiman Witjaksono saat diperiksa pada Jumat (26/1) kemarin.;https://www.cnnindonesia.com/nasional/20240129085753-12-1055564/polisi-beber-alasan-sita-hp-aiman-di-kasus-aparat-tak-netral
Viral Jelang Pencoblosan Pilpres, Ini Pesan dari Gerakan Salam 4 Jari;Senin, 29 Jan 2024;CNN Indonesia;Gerakan salam 4 jari belakangan viral di lini masa media sosial X dan Instagram. Gerakan yang menunjukkan ekspresi memilih selain paslon nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka itu diinisiasi oleh Presidium Nasional Partai Hijau Indonesia John Muhammad.;https://www.cnnindonesia.com/nasional/20240129084649-617-1055563/viral-jelang-pencoblosan-pilpres-ini-pesan-dari-gerakan-salam-4-jari
Ganjar Respons Pertemuan Jokowi dengan Sultan HB X;Senin, 29 Jan 2024;CNN Indonesia;Calon presiden nomor urut 3 Ganjar Pranowo mengomentari pertemuan Presiden Joko Widodo (Jokowi) dengan Gubernur DIY Sri Sultan Hamengku Buwono X.;https://www.cnnindonesia.com/nasional/20240129063144-617-1055523/ganjar-respons-pertemuan-jokowi-dengan-sultan-hb-x
Elektabilitas Terbaru Anies, Prabowo, Ganjar dari 7 Lembaga Survei;Senin, 29 Jan 2024;CNN Indonesia;Lembaga-lembaga survei merilis elektabilitas para peserta Pilpres 2024 beserta sebarannya di berbagai daerah di Indonesia per Januari 2024.;https://www.cnnindonesia.com/nasional/20240126120358-617-1054680/elektabilitas-terbaru-anies-prabowo-ganjar-dari-7-lembaga-survei
Kaesang Pangarep Sebut Jokowi Dukung PSI;Senin, 29 Jan 2024;CNN Indonesia;Ketua Umum Partai Solidaritas Indonesia (PSI) Kaesang Pangarep menyebut pertemuannya dengan Presiden Joko Widodo (Jokowi) di Yogyakarta pada Sabtu (27/1) merupakan bentuk dukungan terhadap partainya.;https://www.cnnindonesia.com/nasional/20240129073959-617-1055545/kaesang-pangarep-sebut-jokowi-dukung-psi
Jejak Kegiatan Jokowi di DIY Saat Kampanye Ganjar;Senin, 29 Jan 2024;CNN Indonesia;Presiden Joko Widodo (Jokowi) kembali dianggap membuntuti agenda kampanye calon presiden nomor urut 3 Ganjar Pranowo di DI Yogyakarta (DIY) pada Minggu (28/1).;https://www.cnnindonesia.com/nasional/20240129072714-617-1055541/jejak-kegiatan-jokowi-di-diy-saat-kampanye-ganjar
Gibran Puji Ganjar yang Getol Promosikan Produk Lokal;Senin, 29 Jan 2024;CNN Indonesia;Cawapres nomor urut 2, Gibran Rakabuming Raka memuji Capres Nomor urut 3, Ganjar Pranowo yang turut mempromosikan produk lokal saat berkampanye. Hal itu ia sampaikan saat menghadiri acara promosi salah satu sepatu merek lokal di Solo Paragon Mall, Solo, Jawa Tengah, Minggu (28/1) malam.;https://www.cnnindonesia.com/nasional/20240129070254-617-1055527/gibran-puji-ganjar-yang-getol-promosikan-produk-lokal
Ganjar Sebut Kader di Eksekutif Terjebak Imbas Presiden Boleh Kampanye;Senin, 29 Jan 2024;CNN Indonesia;Calon presiden nomor urut 3 Ganjar Pranowo menyebut para pendukungnya yang ada di barisan eksekutif Pemerintahan Presiden Joko Widodo sedang mengalami situasi buntu dalam dinamika Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240129065502-617-1055525/ganjar-sebut-kader-di-eksekutif-terjebak-imbas-presiden-boleh-kampanye
Daftar Dugaan Kecurangan yang Akan Dilaporkan TKN Prabowo ke Bawaslu;Senin, 29 Jan 2024;CNN Indonesia;Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Raka bakal melaporkan sejumlah dugaan kecurangan yang bersifat terstruktur, sistematis dan masif (TSM) di Jawa Tengah dan Jawa Timur.;https://www.cnnindonesia.com/nasional/20240129061529-617-1055518/daftar-dugaan-kecurangan-yang-akan-dilaporkan-tkn-prabowo-ke-bawaslu
Sistem Noken Hanya Diterapkan di Papua Pegunungan & Papua Tengah;Senin, 29 Jan 2024;CNN Indonesia;Sistem pemberian suara dengan sistem noken/ikat di Pemilu 2024 hanya diterapkan di Provinsi Papua Tengah dan Provinsi Papua Pegunungan.;https://www.cnnindonesia.com/nasional/20240128194241-617-1055453/sistem-noken-hanya-diterapkan-di-papua-pegunungan-papua-tengah
Anies Bertemu Emil Salim: Bicara Masa Depan, Tak Ada Cerita Kemarin;Senin, 29 Jan 2024;CNN Indonesia;Calon presiden nomor urut 1 Anies Baswedan menyambangi rumah kediaman ekonom senior Emil Salim di Jalan Taman Patra, Kuningan Timur, Jakarta Selatan, pada Minggu (28/1) malam.;https://www.cnnindonesia.com/nasional/20240129053619-617-1055514/anies-bertemu-emil-salim-bicara-masa-depan-tak-ada-cerita-kemarin
Eks KSAD Dudung Jabat Ketua Dewan Pembina Relawan Ndaru Habib Luthfi;Senin, 29 Jan 2024;CNN Indonesia;Mantan KSAD Jenderal (Purn) Dudung Abdurachman menjabat sebagai Ketua Dewan Pembina kelompok relawan Nderek Guru (Ndaru) yang mendukung Prabowo-Gibran di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240128205923-617-1055460/eks-ksad-dudung-jabat-ketua-dewan-pembina-relawan-ndaru-habib-luthfi
Zulhas Orasi di Kirab Kebangsaan, Gaspol Kampanyekan Prabowo-Gibran;Minggu, 28 Jan 2024;Info Politik |  CNN Indonesia;Ketua umum Partai Amanat Nasional (PAN), Zulkifli Hasan, mengunjungi Kota Semarang untuk ikut kirab kebangsaan pasangan calon presiden dan wakil presiden nomor urut dua, Prabowo Subianto-Gibran Rakabuming Raka.;https://www.cnnindonesia.com/nasional/20240128203044-633-1055457/zulhas-orasi-di-kirab-kebangsaan-gaspol-kampanyekan-prabowo-gibran
TKN Prabowo Bakal Laporkan Indikasi Kecurangan TSM di Jateng dan Jatim;Minggu, 28 Jan 2024;CNN Indonesia;Tim Kampanye Nasional (TKN) Prabowo-Gibran bakal melaporkan indikasi kecurangan terstruktur, sistematis dan masif (TSM) yang terjadi di Jawa Tengah dan Jawa Timur.;https://www.cnnindonesia.com/nasional/20240128203459-617-1055458/tkn-prabowo-bakal-laporkan-indikasi-kecurangan-tsm-di-jateng-dan-jatim
Ganjar Kampanye Akbar di Yogya: Sekolah Gratis atau Makan Gratis?;Minggu, 28 Jan 2024;CNN Indonesia;Calon presiden nomor urut 3 Ganjar Pranowo menekankan betapa pentingnya kebutuhan sekolah gratis untuk masyarakat lewat program miliknya, yakni satu keluarga miskin, satu sarjana.;https://www.cnnindonesia.com/nasional/20240128201243-617-1055456/ganjar-kampanye-akbar-di-yogya-sekolah-gratis-atau-makan-gratis
Prabowo Sindir Orang Pintar Bohong, Gibran Minta Jangan Balas Fitnah;Minggu, 28 Jan 2024;CNN Indonesia;Capres nomor urut 2 Prabowo Subianto menyindir orang pintar tapi justru membohongi masyarakat. Pernyataan itu disampaikan Prabowo saat menggelar kampanye akbar Pilpres 2024 di Semarang, Jawa Tengah.;https://www.cnnindonesia.com/nasional/20240128191355-617-1055450/prabowo-sindir-orang-pintar-bohong-gibran-minta-jangan-balas-fitnah
Instruksi Prabowo: Jangan Tinggalkan TPS Hingga Hitungan Suara Selesai;Minggu, 28 Jan 2024;CNN Indonesia;Calon presiden nomor urut 2, Prabowo Subianto menginstruksikan pendukungnya tak meninggalkan tempat pemungutan suara (TPS) hingga proses perhitungan suara selesai usai pencoblosan pada 14 Februari 2024.;https://www.cnnindonesia.com/nasional/20240128185023-617-1055447/instruksi-prabowo-jangan-tinggalkan-tps-hingga-hitungan-suara-selesai
Kampanye di Sumut, Mahfud Janji Permudah Pembangunan Rumah Ibadah;Minggu, 28 Jan 2024;CNN Indonesia;Calon wakil presiden nomor urut 3, Mahfud MD berjanji akan mempermudah pengurusan pembangunan rumah ibadah jika nantinya bersama pasangannya calon presiden Ganjar Pranowo menang pada Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240128171446-617-1055409/kampanye-di-sumut-mahfud-janji-permudah-pembangunan-rumah-ibadah
Ganjar: Masa Dikuntitin, Pak Jokowi Itu Friend Saya;Minggu, 28 Jan 2024;CNN Indonesia;Calon presiden nomor urut 3 Ganjar Pranowo yakin Presiden Joko Widodo (Jokowi) tak berniat 'membuntuti' agenda kampanyenya lewat kunjungan kerja kepala negara.;https://www.cnnindonesia.com/nasional/20240128183810-617-1055445/ganjar-masa-dikuntitin-pak-jokowi-itu-friend-saya
Butet Sindir Jokowi Buntuti Kampanye Ganjar: Selalu Ada yang Ngintili;Minggu, 28 Jan 2024;CNN Indonesia;Seniman sekaligus budayawan Butet Kartaredjasa menyindir Presiden Joko Widodo (Jokowi) yang belakangan dianggap selalu 'membuntuti' kampanye capres nomor urut 03 Ganjar Pranowo.;https://www.cnnindonesia.com/nasional/20240128170003-617-1055405/butet-sindir-jokowi-buntuti-kampanye-ganjar-selalu-ada-yang-ngintili
Prabowo-Gibran Gelar Kampanye Kirab Kebangsaan di Semarang;Minggu, 28 Jan 2024;CNN Indonesia;Pasangan calon presiden dan calon wakil presiden nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka menggelar kampanye akbar bertajuk kirab kebangsaan di Semarang, Jawa Tengah, Minggu (28/1).;https://www.cnnindonesia.com/nasional/20240128163616-617-1055401/prabowo-gibran-gelar-kampanye-kirab-kebangsaan-di-semarang
Ganjar dan Hasto Serukan TNI-Polri Bersikap Netral di Pemilu 2024;Minggu, 28 Jan 2024;CNN Indonesia;Calon Presiden Nomor Urut 3, Ganjar Pranowo menyerukan aparat TNI-Polri harus bisa menjaga marwah institusi dengan bersikap netral agar proses pemilihan umum (pemilu) bisa berjalan dengan baik.;https://www.cnnindonesia.com/nasional/20240128153542-617-1055388/ganjar-dan-hasto-serukan-tni-polri-bersikap-netral-di-pemilu-2024
Kampanye Prabowo-Gibran di Semarang, Zulhas Optimis Menang 1 Putaran;Minggu, 28 Jan 2024;Info Politik |  CNN Indonesia;Ketua Umum Partai Amanat Nasional (PAN), Zulkifli Hasan mengikuti kirab kebangsaan Prabowo-Gibran di Semarang. Melihat antusiasme masyarakat, pria yang yang akrab disapa Zulhas itu optimis paslon nomor urut 2 bisa menang 1 putaran di Pemilu 2024.;https://www.cnnindonesia.com/nasional/20240128154723-633-1055391/kampanye-prabowo-gibran-di-semarang-zulhas-optimis-menang-1-putaran
TKN Sebut Petinggi Parpol Kumpulkan Penyelenggara Pemilu di Jateng;Minggu, 28 Jan 2024;CNN Indonesia;Tim Kampanye Nasional (TKN) Prabowo-Gibran mengungkap ada dugaan kecurangan pemilu 2024 terjadi di wilayah Jawa Tengah.;https://www.cnnindonesia.com/nasional/20240128154024-617-1055389/tkn-sebut-petinggi-parpol-kumpulkan-penyelenggara-pemilu-di-jateng
Hasto Sebut 5 Sinyal Langitan Tanggapi Klaim Prabowo di Tim Jokowi;Minggu, 28 Jan 2024;CNN Indonesia;Sekretaris Jenderal PDIP Hasto Kristiyanto menyebut beberapa tanda alam yang dia sebut sebagai 'sinyal langitan' saat menanggapi klaim calon presiden nomor urut 2 Prabowo Subianto berada di timnya Presiden Joko Widodo.;https://www.cnnindonesia.com/nasional/20240128125031-617-1055345/hasto-sebut-5-sinyal-langitan-tanggapi-klaim-prabowo-di-tim-jokowi
VIDEO: Jokowi dan AHY Bahas Isu Kebangsaan Sambil Makan Gudeg di Jogja;Minggu, 28 Jan 2024;DPP Demokrat |  CNN Indonesia;Presiden Joko Widodo bertemu dengan Ketum Demokrat AHY di Warung Gudeg Yu Djum, Yogyakarta pada Minggu (28/1) pagi.;https://www.cnnindonesia.com/nasional/20240128130901-621-1055346/video-jokowi-dan-ahy-bahas-isu-kebangsaan-sambil-makan-gudeg-di-jogja
Gibran: Anak Buruh Kalau Bisa Jadi Sarjana;Minggu, 28 Jan 2024;CNN Indonesia;Calon wakil presiden (cawapres) nomor urut 2 Gibran Rakabuming Raka mengatakan akan memprioritaskan beasiswa untuk para anak buruh pabrik.;https://www.cnnindonesia.com/nasional/20240128120621-617-1055335/gibran-anak-buruh-kalau-bisa-jadi-sarjana
Istana Akui Jokowi Belum Ada Rencana Kampanye meski Diatur UU;Minggu, 28 Jan 2024;CNN Indonesia;Koordinator Staf Khusus Presiden RI, Ari Dwipayana mengatakan bahwa Presiden Joko Widodo (Jokowi) hingga saat ini belum berencana berkampanye meski diatur dalam undang-undang (UU) Pemilu.;https://www.cnnindonesia.com/nasional/20240128113302-617-1055324/istana-akui-jokowi-belum-ada-rencana-kampanye-meski-diatur-uu
Yusril Usul Jokowi Terbitkan Keppres agar Bisa Cuti Kampanye;Minggu, 28 Jan 2024;CNN Indonesia;Wakil Ketua Dewan Pengarah TKN Prabowo-Gibran sekaligus pakar hukum tata negara Yusril Ihza Mahendra mengusulkan presiden hanya perlu menerbitkan Keputusan Presiden (Keppres) jika hendak berkampanye di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240128104308-617-1055310/yusril-usul-jokowi-terbitkan-keppres-agar-bisa-cuti-kampanye
Jokowi dan AHY Bahas Isu Kebangsaan saat Sarapan di Yogyakarta;Minggu, 28 Jan 2024;CNN Indonesia;Presiden Joko Widodo (Jokowi) bertemu dengan Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) di Warung Gudeg Yu Djum Wijilan 167, DI Yogyakarta, Minggu (28/1) pagi.;https://www.cnnindonesia.com/nasional/20240128102627-617-1055306/jokowi-dan-ahy-bahas-isu-kebangsaan-saat-sarapan-di-yogyakarta
Anies hingga JK Hadiri Kampanye Akbar Partai NasDem di Bandung;Minggu, 28 Jan 2024;CNN Indonesia;Calon presiden nomor urut 1 Anies Baswedan hingga Wakil Presiden ke-10 dan ke-12 RI Jusuf Kalla (JK) hadir dalam kampanye akbar Partai Nasdem di Lapangan Tegallega Kota Bandung, Jawa Barat, Minggu (28/1).;https://www.cnnindonesia.com/nasional/20240128100711-617-1055302/anies-hingga-jk-hadiri-kampanye-akbar-partai-nasdem-di-bandung
Jokowi dan AHY Sarapan di Yogyakarta Minggu Pagi;Minggu, 28 Jan 2024;CNN Indonesia;Presiden Joko Widodo (Jokowi) bertemu Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY), di DIY Yogyakarta, Minggu (28/1) pagi.;https://www.cnnindonesia.com/nasional/20240128092250-617-1055290/jokowi-dan-ahy-sarapan-di-yogyakarta-minggu-pagi
Purnawirawan Polri Jateng dan DIY Deklarasi Dukung Prabowo-Gibran;Minggu, 28 Jan 2024;CNN Indonesia;Sebanyak 1.226 Purnawirawan dan Warakawuri Polri di Jawa Tengah-DI Yogyakarta melakukan deklarasi dukungan terhadap pasangan calon nomor 2 Prabowo Subianto-Gibran Rakabuming pada Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240128084353-617-1055283/purnawirawan-polri-jateng-dan-diy-deklarasi-dukung-prabowo-gibran
Puan: Biar Rakyat Menilai Apakah Presiden Boleh Berkampanye;Minggu, 28 Jan 2024;CNN Indonesia;Ketua DPP PDI Perjuangan Puan Maharani menyikapi pernyataan Presiden Joko Widodo (Jokowi) yang menyebutkan kepala negara bisa ikut berkampanye dengan alasan aturannya ada di dalam Undang-undang Pemilu.;https://www.cnnindonesia.com/nasional/20240128075745-617-1055278/puan-biar-rakyat-menilai-apakah-presiden-boleh-berkampanye
Prabowo Ngaku Terang-Terangan 'Kami adalah Tim Pak Jokowi';Minggu, 28 Jan 2024;CNN Indonesia;Calon presiden nomor urut 2 Prabowo Subianto mengatakan bahwa dirinya dan Koalisi Indonesia Maju (KIM) adalah tim dari Presiden Joko Widodo (Jokowi).;https://www.cnnindonesia.com/nasional/20240128070537-617-1055263/prabowo-ngaku-terang-terangan-kami-adalah-tim-pak-jokowi
PDIP Respons Prabowo Klaim Bagian dari Tim Jokowi;Minggu, 28 Jan 2024;CNN Indonesia;Sekretaris Jenderal PDIP Hasto Kristiyanto merespon klaim calon presiden nomor urut 2, Prabowo Subianto bersama Koalisi Indonesia Maju (KIM) merupakan tim dari Presiden Joko Widodo (Jokowi).;https://www.cnnindonesia.com/nasional/20240127202532-617-1055210/pdip-respons-prabowo-klaim-bagian-dari-tim-jokowi
Budiman soal Pernah Dikejar Prabowo: Sekarang Menatap ke Depan;Minggu, 28 Jan 2024;CNN Indonesia;Budiman Sudjatmiko mengatakan kini fokus menatap ke depan. Ia mengatakan Prabowo Subianto telah meminta maaf kepada dirinya dan seluruh pejuang demokrasi atas peristiwa di masa lampau.;https://www.cnnindonesia.com/nasional/20240127202755-617-1055211/budiman-soal-pernah-dikejar-prabowo-sekarang-menatap-ke-depan
Ganjar-Mahfud di Urutan Akhir Hasil Survei, Puan dan Hasto Buka Suara;Minggu, 28 Jan 2024;CNN Indonesia;Ketua DPP PDIP Puan Maharani merespons soal hasil sejumlah lembaga survei yang menempatkan capres-cawapres nomor urut 3 Ganjar Pranowo-Mahfud MD di urutan terakhir.;https://www.cnnindonesia.com/nasional/20240127222840-617-1055225/ganjar-mahfud-di-urutan-akhir-hasil-survei-puan-dan-hasto-buka-suara
Ganjar Ungkap Pesan Emil Salim soal Transisi ke Energi Terbarukan;Minggu, 28 Jan 2024;CNN Indonesia;Calon presiden (capres) nomor urut 3 Ganjar Pranowo mengatakan ekonom senior Emil Salim menitip pesan agar berani melakukan percepatan transisi ke penggunaan energi terbarukan.;https://www.cnnindonesia.com/nasional/20240127215934-617-1055223/ganjar-ungkap-pesan-emil-salim-soal-transisi-ke-energi-terbarukan
Hasto Klaim Kades di Sulawesi Diintimidasi agar Coblos Capres Tertentu;Minggu, 28 Jan 2024;CNN Indonesia;Sekretaris Jenderal PDIP Hasto Kristiyanto mengklaim adanya tindakan intimidasi terhadap kepala desa di Sulawesi agar memilih pasangan calon presiden dan calon wakil presiden tertentu di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240127223610-617-1055227/hasto-klaim-kades-di-sulawesi-diintimidasi-agar-coblos-capres-tertentu
Masih Jadi Pengurus Parpol, Anggota Bawaslu Lembata NTT Dipecat;Minggu, 28 Jan 2024;CNN Indonesia;Salah satu anggota Badan Pengawas Pemilu (Bawaslu) Kabupaten Lembata, NTT, bernama Fransiskus Xaverius Pole dipecat oleh Dewan Kehormatan Penyelenggara Pemilu.;https://www.cnnindonesia.com/nasional/20240127235118-617-1055234/masih-jadi-pengurus-parpol-anggota-bawaslu-lembata-ntt-dipecat
TKN Ungkap Tujuan Dana Abadi Pesantren Usai Didukung Santri Muda;Minggu, 28 Jan 2024;CNN Indonesia;Tim Kampanye Nasional (TKN) Prabowo-Gibran mengungkap tujuan program dana abadi pesantren dicanangkan oleh pasangan nomor 2 Prabowo Subianto-Gibran Rakabuming di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20240127205301-617-1055214/tkn-ungkap-tujuan-dana-abadi-pesantren-usai-didukung-santri-muda
Absen Harlah PPP di Makassar, Ganjar Kirim Video Ucapan dari Cirebon;Sabtu, 27 Jan 2024;CNN Indonesia;Calon presiden nomor urut 3 Ganjar Pranowo berhalangan hadir dalam acara hari lahir ke-51 tahun Partai Persatuan Pembangunan (PPP) yang digelar di Makassar, Sulawesi Selatan, pada Sabtu (27/1).;https://www.cnnindonesia.com/nasional/20240127234357-617-1055231/absen-harlah-ppp-di-makassar-ganjar-kirim-video-ucapan-dari-cirebon
Ganjar-Mahfud Kampanye di Deli Serdang Sumut Ditemani Megawati Besok;Sabtu, 27 Jan 2024;CNN Indonesia;Pasangan calon presiden (capres) dan calon wakil presiden (cawapres) nomor urut 3, Ganjar Pranowo - Mahfud MD, akan melakukan kampanye akbar di Lapangan Astaka, Deli Serdang, Sumatera Utara, pada Minggu (28/1) pagi.;https://www.cnnindonesia.com/nasional/20240127212746-617-1055218/ganjar-mahfud-kampanye-di-deli-serdang-sumut-ditemani-megawati-besok
